epoch,train_acc,val_acc,train_f1,val_f1
-1,0.34584450402144773,0.342685370741483,0.700284731652025,0.7045915785394752
0,0.34584450402144773,0.3406813627254509,0.700284731652025,0.702673456581273
1,0.35924932975871315,0.342685370741483,0.7007501286321669,0.7021929862611233
2,0.35656836461126007,0.3466933867735471,0.6990202677870249,0.7013735985679882
3,0.3485254691689008,0.3406813627254509,0.6967350641613383,0.7023536249989164
4,0.3646112600536193,0.3406813627254509,0.6974223274491378,0.6992819694222508
5,0.3646112600536193,0.3486973947895792,0.693122144462628,0.6998327101533524
6,0.35656836461126007,0.34468937875751504,0.6967840024140302,0.697427466766145
7,0.3672922252010724,0.3406813627254509,0.6943575935533048,0.699962695954681
8,0.36193029490616624,0.35470941883767537,0.688103942527536,0.7022848004811941
9,0.3646112600536193,0.3406813627254509,0.6872719922317789,0.6943212543412955
10,0.3726541554959786,0.3527054108216433,0.697666244985281,0.6990449875219422
11,0.3699731903485255,0.3527054108216433,0.6956340501916921,0.6976667620956208
12,0.3646112600536193,0.3486973947895792,0.6867483722711615,0.6907068104462901
13,0.35656836461126007,0.3346693386773547,0.7006085365334702,0.7032367765834711
14,0.35924932975871315,0.3366733466933868,0.7007110554027451,0.6996923139207719
15,0.3512064343163539,0.3226452905811623,0.7016735721829562,0.7003984881740403
16,0.34316353887399464,0.3246492985971944,0.6972010414369672,0.6985629267192404
17,0.35656836461126007,0.34468937875751504,0.6907996084939794,0.6974011515093689
18,0.35924932975871315,0.34468937875751504,0.6915998359698101,0.6951060851862464
19,0.3485254691689008,0.3366733466933868,0.6934256390020477,0.6990588680969452
20,0.3512064343163539,0.33266533066132264,0.6889571703244637,0.6943987542183944
21,0.34048257372654156,0.3246492985971944,0.6890832878768546,0.6923188368078159
