epoch,train_prob,val_prob,train_perc,val_perc,train_acc,val_acc
0,0.26438051226222886,0.4182832442802882,0.7004636363636193,0.831366044197101,0.54585,0.7657445556209534
1,0.4816043042828795,0.5449883243779741,0.816509090909079,0.8368559045427594,0.753,0.777751618599176
2,0.5452624832859961,0.5868237771210466,0.8267272727272644,0.8415752581732381,0.7693,0.7859917598587405
