epoch,train_acc,val_acc,train_f1,val_f1
-1,0.34584450402144773,0.342685370741483,0.700284731652025,0.7045915785394752
0,0.34584450402144773,0.342685370741483,0.7000294016379819,0.7050925805434831
1,0.34584450402144773,0.342685370741483,0.700284731652025,0.7054265818794885
2,0.34584450402144773,0.342685370741483,0.699969824634705,0.7050925805434831
3,0.3485254691689008,0.342685370741483,0.7010820576504232,0.7032126301665388
4,0.3512064343163539,0.342685370741483,0.7005458646209324,0.7045896988782767
5,0.3512064343163539,0.342685370741483,0.700903326640593,0.7034540943358587
6,0.35656836461126007,0.3406813627254509,0.7023906239723942,0.7036990286489292
7,0.353887399463807,0.342685370741483,0.7022863642166599,0.7063996680229153
8,0.353887399463807,0.3406813627254509,0.7023763100170614,0.7054771881425196
9,0.3485254691689008,0.3406813627254509,0.7029486747985416,0.7047730381397723
10,0.3512064343163539,0.3406813627254509,0.7034848678280322,0.7043324744727558
11,0.3485254691689008,0.3406813627254509,0.7031274058083717,0.7043913223271948
12,0.3485254691689008,0.33867735470941884,0.7031274058083717,0.7035451856093146
13,0.34584450402144773,0.33867735470941884,0.7039189288519057,0.7024211482127322
14,0.3378016085790885,0.33867735470941884,0.7008422021826858,0.7028427706784428
15,0.3485254691689008,0.3406813627254509,0.7046849188940351,0.703876005980215
16,0.3378016085790885,0.33266533066132264,0.7011613647002396,0.7009516869236316
17,0.3378016085790885,0.3366733466933868,0.7012379637044526,0.7022558826166048
18,0.3378016085790885,0.33867735470941884,0.700548572666536,0.7027616560682701
19,0.32171581769436997,0.3246492985971944,0.698470341097688,0.69704734143612
20,0.32707774798927614,0.3306613226452906,0.6990506365841498,0.6993137790732991
21,0.32439678284182305,0.33266533066132264,0.6981186820328922,0.7001344680703407
22,0.3163538873994638,0.3246492985971944,0.6983618258417197,0.6978203159565896
23,0.3190348525469169,0.32665330661322645,0.6991065383826788,0.6977058012128164
24,0.3190348525469169,0.3246492985971944,0.700015087682649,0.698823910447158
25,0.32171581769436997,0.3226452905811623,0.6975639195478348,0.6986759955697844
26,0.3297587131367292,0.33266533066132264,0.6985527430567655,0.7000008675359387
27,0.32707774798927614,0.32665330661322645,0.6989229715771281,0.6993392267941377
28,0.3190348525469169,0.3226452905811623,0.6990405781290512,0.6976835344570826
29,0.3297587131367292,0.32665330661322645,0.6987384376124333,0.6988095961041865
30,0.34048257372654156,0.3366733466933868,0.6992932000974906,0.7034331288840315
31,0.34048257372654156,0.3366733466933868,0.6997017281199598,0.7031086704433407
32,0.3297587131367292,0.32665330661322645,0.6983995450483397,0.6998259144551741
33,0.3324396782841823,0.32665330661322645,0.6975952555041037,0.6993583125847666
34,0.3324396782841823,0.3306613226452906,0.6978250525167425,0.6996111993105991
35,0.34048257372654156,0.3346693386773547,0.6995229971101297,0.7014259399028946
36,0.3378016085790885,0.3366733466933868,0.6985272100553613,0.7014927401700957
37,0.3378016085790885,0.3366733466933868,0.697944206523296,0.7022180002139929
