epoch,train_prob,val_prob,train_perc,val_perc,train_acc,val_acc
0,0.32073167695272714,0.47860138703679217,0.7977649999999933,0.9041082989994133,0.63685,0.7516185991759858
1,0.5139879646027344,0.5495013209324047,0.9077899999999918,0.9240729841083004,0.75815,0.7831665685697469
2,0.5604243134034099,0.5813559849481628,0.9224549999999905,0.9305826957033562,0.7852,0.7952913478516774
3,0.5796564964690187,0.5892245142529743,0.9283899999999907,0.9342083578575643,0.7931,0.8029429075927016
