epoch,train_prob,val_prob,train_perc,val_perc,train_acc,val_acc
0,0.31488323730835693,0.4940071935209064,0.8845799999999746,0.9507945850500119,0.57645,0.7605650382577988
1,0.513885002857307,0.5474088483750015,0.9556349999999866,0.9573396115361811,0.76005,0.7775161859917599
2,0.5581731031325878,0.5779287985451476,0.961589999999992,0.9606238964096364,0.77765,0.7923484402589759
3,0.5770089958886266,0.5997695217971863,0.9634949999999942,0.9630253090052814,0.78655,0.8023543260741612
4,0.5926208200825204,0.6102367137265493,0.9661849999999947,0.9644143613890368,0.7981,0.8072984108299
5,0.5985916472389013,0.5996650515647214,0.9671599999999928,0.9657798705120504,0.7993,0.8137728075338434
