epoch,train_acc,val_acc,train_f1,val_f1
-1,0.3163538873994638,0.31462925851703405,0.6506994494930163,0.659149356544147
0,0.32171581769436997,0.312625250501002,0.6598251763131128,0.6662414628346501
1,0.3109919571045576,0.312625250501002,0.6667330137839531,0.673174565358935
2,0.289544235924933,0.280561122244489,0.6680387827840921,0.668767149127872
3,0.2975871313672922,0.27655310621242485,0.6715507905856442,0.6667270382701258
4,0.30831099195710454,0.27655310621242485,0.6714997245828356,0.6666525747688083
5,0.30563002680965146,0.2865731462925852,0.6704056741590266,0.6705536614354265
6,0.289544235924933,0.28256513026052105,0.6640311282402446,0.6677450138371994
7,0.2975871313672922,0.2745490981963928,0.6685574330346459,0.6691439933924914
8,0.26273458445040215,0.25250501002004005,0.6567867193872564,0.6601369461088913
9,0.3002680965147453,0.2685370741482966,0.6691624877951965,0.6664002664002676
